final_budget,method,method_label,iter,mean_psnr,std_psnr,runs
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,175,23.39562964439392,2.7693800683137093,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,200,24.23927330970764,2.9294360370619454,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,225,24.649369478225708,2.95773201855154,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,250,23.175638675689697,2.4415740414776135,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,275,25.05624794960022,2.9570872878361305,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,300,25.46097445487976,3.032005428124256,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,325,25.740315198898315,3.0853556036336993,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,350,25.636954307556152,3.044884367296086,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,375,26.137303590774536,3.1617998352309065,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,400,26.41544771194458,3.2426045858256427,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,425,25.98270869255066,3.111373244459071,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,450,26.78453254699707,3.304211573026801,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,475,27.051847457885742,3.384630096212031,8
640,structsplat_onedge_residual_relocate,SS on-edge + residual relocate,499,27.081523418426514,3.4578665896764678,8
640,structsplat_onedge_tensor,SS on-edge + tensor,0,16.551165223121643,1.3043055193108428,8
640,structsplat_onedge_tensor,SS on-edge + tensor,25,20.774946212768555,2.416840579975001,8
640,structsplat_onedge_tensor,SS on-edge + tensor,50,21.922422647476196,2.5621949773327892,8
640,structsplat_onedge_tensor,SS on-edge + tensor,75,22.578312873840332,2.666227312758225,8
640,structsplat_onedge_tensor,SS on-edge + tensor,100,22.98770046234131,2.753557621349671,8
640,structsplat_onedge_tensor,SS on-edge + tensor,125,23.66103982925415,2.8259198992564616,8
