image,method,gaussians,iters,psnr,ms_ssim,l1,mse,fit_seconds,max_cuda_gb
external/structsplat/tests/test_images/COCO_train2014_000000000009.jpg,structsplat,640,500,26.18004028188068,nan,0.02829287201166153,0.002409883076325059,6.254853010177612,0.110546944
external/structsplat/tests/test_images/COCO_train2014_000000000009.jpg,gaussianimage,640,500,12.037773875996704,nan,0.1854938119649887,0.06254932284355164,0.7051444053649902,0.010566144
external/structsplat/tests/test_images/COCO_train2014_000000000025.jpg,structsplat,640,500,25.003167462588117,nan,0.038759712129831314,0.0031599721405655146,4.756767511367798,0.083091968
external/structsplat/tests/test_images/COCO_train2014_000000000025.jpg,gaussianimage,640,500,15.30148559034507,nan,0.12818719446659088,0.02950199879705906,0.3255302906036377,0.010349056
external/structsplat/tests/test_images/COCO_train2014_000000000030.jpg,structsplat,640,500,32.54826069829481,nan,0.012540708296000957,0.0005561269354075193,4.966402530670166,0.091625984
external/structsplat/tests/test_images/COCO_train2014_000000000030.jpg,gaussianimage,640,500,14.303252273996701,nan,0.15939824283123016,0.037125710397958755,0.3433713912963867,0.01036544
external/structsplat/tests/test_images/COCO_train2014_000000000034.jpg,structsplat,640,500,23.59940291294963,nan,0.04655560106039047,0.004365758504718542,4.762273550033569,0.086262784
external/structsplat/tests/test_images/COCO_train2014_000000000034.jpg,gaussianimage,640,500,15.00551742674837,nan,0.13474048674106598,0.031582627445459366,0.3441884517669678,0.010349056
