image,budget,seed,strategy,tensor,density,sampling,color,scale,opacity,renderer,loss,optimizer,lr_schedule,refine,pyramid,config_label,psnr,ssim,ms_ssim,lpips,n_gaussians,init_seconds,fit_seconds,total_seconds
000000190140,512,0,aniso_flanking,central,variance,density_random,bilinear,uniform,constant,normalized,l1,adamw,none,prune_residual_add,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=density_random|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,20.8252,0.54864,0.854,,576,0.0040509700775146484,0.301713228225708,0.30599355697631836
000000190140,512,0,aniso_flanking,scharr,structure,density_random,local_mean,spacing,constant,normalized,charbonnier,adamw,cosine,none,pyramid,strategy=aniso_flanking|tensor=scharr|density=structure|sampling=density_random|color=local_mean|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=pyramid,21.8718,0.60136,0.88668,,512,0.0,0.2657296657562256,0.2657296657562256
000000190140,512,0,aniso_onedge,scharr,hybrid,jittered_grid,local_mean,spacing,none,additive,l1,adam,none,none,single,strategy=aniso_onedge|tensor=scharr|density=hybrid|sampling=jittered_grid|color=local_mean|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=none|pyramid=single,17.0853,0.48597,0.76271,,512,0.004416942596435547,0.17145633697509766,0.17602896690368652
000000190140,512,0,aniso_flanking,scharr,hybrid,density_random,bilinear,uniform,constant,additive,charbonnier,adam,cosine,residual_add,pyramid,strategy=aniso_flanking|tensor=scharr|density=hybrid|sampling=density_random|color=bilinear|scale=uniform|renderer=additive|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=pyramid,-10.6217,0.09864,0.08586,,576,0.0,0.572228193283081,0.572228193283081
000000190140,512,0,aniso_flanking,central,hybrid,jittered_grid,local_mean,spacing,constant,additive,l1,adamw,cosine,prune_residual_add,single,strategy=aniso_flanking|tensor=central|density=hybrid|sampling=jittered_grid|color=local_mean|scale=spacing|renderer=additive|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=cosine|refine=prune_residual_add|pyramid=single,3.3823,0.50379,0.66021,,576,0.0035903453826904297,0.20956873893737793,0.21348142623901367
000000190140,512,0,iso_blue_noise,central,variance,jittered_grid,local_mean,uniform,none,additive,charbonnier,adamw,none,prune_residual_add,single,strategy=iso_blue_noise|tensor=central|density=variance|sampling=jittered_grid|color=local_mean|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,-2.6354,0.34918,0.47137,,576,0.0032181739807128906,0.19595623016357422,0.1993405818939209
000000190140,512,0,aniso_flanking,central,variance,wse,local_mean,uniform,none,normalized,l1,adamw,cosine,none,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=wse|color=local_mean|scale=uniform|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=single,19.7804,0.50156,0.78715,,512,6.233124017715454,0.2622246742248535,6.495513439178467
000000190140,512,0,iso_blue_noise,central,hybrid,wse,bilinear,uniform,constant,normalized,l1,adamw,cosine,residual_add,single,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=wse|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=cosine|refine=residual_add|pyramid=single,18.9885,0.43925,0.71006,,576,3.456777811050415,0.2369997501373291,3.6939594745635986
000000190140,512,0,aniso_flanking,central,variance,density_random,local_mean,spacing,none,normalized,charbonnier,adam,cosine,residual_add,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=density_random|color=local_mean|scale=spacing|renderer=normalized|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,22.7882,0.6955,0.91116,,576,0.0027039051055908203,0.18987345695495605,0.19269871711730957
000000190140,512,0,aniso_flanking,scharr,variance,jittered_grid,local_mean,uniform,none,additive,charbonnier,adam,cosine,none,pyramid,strategy=aniso_flanking|tensor=scharr|density=variance|sampling=jittered_grid|color=local_mean|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=none|pyramid=pyramid,-8.797,0.04736,0.04482,,512,0.0,0.49338841438293457,0.49338841438293457
000000190140,512,0,iso_blue_noise,central,hybrid,density_random,two_sided,uniform,none,additive,charbonnier,adamw,cosine,residual_add,single,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=density_random|color=two_sided|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=residual_add|pyramid=single,-1.4409,0.30218,0.39136,,576,0.002815723419189453,0.1891493797302246,0.19213128089904785
000000190140,512,0,aniso_flanking,central,structure,wse,bilinear,uniform,none,additive,charbonnier,adamw,cosine,none,pyramid,strategy=aniso_flanking|tensor=central|density=structure|sampling=wse|color=bilinear|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=pyramid,-11.75,0.07624,0.06478,,512,0.0,5.52355694770813,5.52355694770813
000000190140,512,0,iso_blue_noise,central,structure,density_random,bilinear,uniform,constant,normalized,charbonnier,adam,none,residual_add,single,strategy=iso_blue_noise|tensor=central|density=structure|sampling=density_random|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,19.1927,0.45098,0.73305,,576,0.003007650375366211,0.1987161636352539,0.20185446739196777
000000190140,512,0,aniso_flanking,central,variance,jittered_grid,local_mean,spacing,constant,normalized,charbonnier,adamw,none,none,pyramid,strategy=aniso_flanking|tensor=central|density=variance|sampling=jittered_grid|color=local_mean|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=none|pyramid=pyramid,20.53,0.54026,0.83977,,512,0.0,0.2837090492248535,0.2837090492248535
000000190140,512,0,aniso_flanking,scharr,hybrid,wse,two_sided,spacing,none,normalized,l1,adam,cosine,residual_add,single,strategy=aniso_flanking|tensor=scharr|density=hybrid|sampling=wse|color=two_sided|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,23.1793,0.71162,0.91878,,576,6.601051330566406,0.19060087203979492,6.7919087409973145
000000190140,512,0,aniso_flanking,central,hybrid,wse,bilinear,spacing,none,normalized,l1,adamw,none,none,single,strategy=aniso_flanking|tensor=central|density=hybrid|sampling=wse|color=bilinear|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=none|pyramid=single,24.7958,0.75715,0.9442,,512,6.628517389297485,0.18514752388000488,6.813813209533691
000000190140,512,0,aniso_flanking,scharr,variance,wse,bilinear,spacing,none,additive,charbonnier,adamw,none,prune_residual_add,pyramid,strategy=aniso_flanking|tensor=scharr|density=variance|sampling=wse|color=bilinear|scale=spacing|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,-5.2233,0.47961,0.51888,,576,0.0,4.794307231903076,4.794307231903076
000000190140,512,0,iso_blue_noise,scharr,variance,wse,two_sided,spacing,constant,additive,l1,adam,none,residual_add,single,strategy=iso_blue_noise|tensor=scharr|density=variance|sampling=wse|color=two_sided|scale=spacing|renderer=additive|opacity=constant|loss=l1|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,5.4864,0.54337,0.70005,,576,3.3029520511627197,0.17966055870056152,3.482732057571411
000000190140,512,0,iso_blue_noise,central,variance,wse,bilinear,uniform,none,additive,charbonnier,adam,none,none,single,strategy=iso_blue_noise|tensor=central|density=variance|sampling=wse|color=bilinear|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=none|pyramid=single,7.6301,0.27374,0.36549,,512,3.346363067626953,0.14563870429992676,3.492112159729004
000000190140,512,0,aniso_flanking,scharr,hybrid,wse,bilinear,uniform,constant,normalized,l1,adamw,none,prune_residual_add,single,strategy=aniso_flanking|tensor=scharr|density=hybrid|sampling=wse|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,20.8009,0.55477,0.85462,,576,6.452724933624268,0.30523133277893066,6.75809121131897
000000190140,512,0,iso_blue_noise,central,hybrid,jittered_grid,two_sided,uniform,constant,additive,l1,adamw,none,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=jittered_grid|color=two_sided|scale=uniform|renderer=additive|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,-0.36,0.06039,0.09087,,576,0.0,0.19545578956604004,0.19545578956604004
000000190140,512,0,aniso_onedge,central,variance,density_random,bilinear,spacing,none,additive,l1,adam,none,none,single,strategy=aniso_onedge|tensor=central|density=variance|sampling=density_random|color=bilinear|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=none|pyramid=single,19.0807,0.5658,0.79558,,512,0.0033447742462158203,0.16259288787841797,0.16603636741638184
000000190140,512,0,iso_blue_noise,scharr,structure,jittered_grid,two_sided,spacing,none,normalized,charbonnier,adamw,none,none,single,strategy=iso_blue_noise|tensor=scharr|density=structure|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=normalized|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=none|pyramid=single,20.6473,0.54563,0.852,,512,0.0021386146545410156,0.1554415225982666,0.15773296356201172
000000190140,512,0,aniso_onedge,central,hybrid,wse,local_mean,uniform,none,additive,charbonnier,adamw,none,residual_add,single,strategy=aniso_onedge|tensor=central|density=hybrid|sampling=wse|color=local_mean|scale=uniform|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=residual_add|pyramid=single,-1.1758,0.38548,0.47074,,576,6.446015119552612,0.22863245010375977,6.674757242202759
000000190140,512,0,iso_blue_noise,scharr,structure,density_random,bilinear,uniform,none,normalized,charbonnier,adamw,cosine,residual_add,pyramid,strategy=iso_blue_noise|tensor=scharr|density=structure|sampling=density_random|color=bilinear|scale=uniform|renderer=normalized|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=residual_add|pyramid=pyramid,17.8972,0.39334,0.58832,,576,0.0,0.17703509330749512,0.17703509330749512
000000190140,512,0,iso_blue_noise,central,variance,jittered_grid,two_sided,spacing,constant,normalized,l1,adamw,cosine,none,single,strategy=iso_blue_noise|tensor=central|density=variance|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=normalized|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=single,20.2628,0.51243,0.82237,,512,0.002262115478515625,0.16929340362548828,0.17168188095092773
000000190140,512,0,iso_blue_noise,scharr,variance,wse,two_sided,spacing,none,additive,l1,adam,none,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=scharr|density=variance|sampling=wse|color=two_sided|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,6.408,0.43323,0.61868,,576,0.0,2.4070377349853516,2.4070377349853516
000000190140,512,0,aniso_flanking,scharr,hybrid,jittered_grid,local_mean,spacing,constant,additive,l1,adam,cosine,none,single,strategy=aniso_flanking|tensor=scharr|density=hybrid|sampling=jittered_grid|color=local_mean|scale=spacing|renderer=additive|opacity=constant|loss=l1|optimizer=adam|lr_schedule=cosine|refine=none|pyramid=single,7.7976,0.38687,0.53301,,512,0.0037953853607177734,0.1690974235534668,0.17301583290100098
000000190140,512,0,aniso_onedge,central,structure,jittered_grid,bilinear,spacing,none,normalized,l1,adamw,none,prune_residual_add,single,strategy=aniso_onedge|tensor=central|density=structure|sampling=jittered_grid|color=bilinear|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,21.624,0.61159,0.89049,,576,0.0016028881072998047,0.19032955169677734,0.19200778007507324
000000190140,512,0,iso_blue_noise,central,hybrid,wse,bilinear,spacing,none,additive,charbonnier,adam,cosine,residual_add,single,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=wse|color=bilinear|scale=spacing|renderer=additive|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,0.6089,0.51845,0.66722,,576,3.155176877975464,0.15523362159729004,3.3105335235595703
000000190140,512,0,iso_blue_noise,scharr,hybrid,density_random,local_mean,spacing,none,additive,l1,adam,cosine,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=scharr|density=hybrid|sampling=density_random|color=local_mean|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=prune_residual_add|pyramid=pyramid,-5.2256,0.28318,0.34105,,576,0.0,0.1703965663909912,0.1703965663909912
000000190140,512,0,aniso_onedge,central,structure,density_random,two_sided,spacing,constant,additive,charbonnier,adam,cosine,prune_residual_add,pyramid,strategy=aniso_onedge|tensor=central|density=structure|sampling=density_random|color=two_sided|scale=spacing|renderer=additive|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=prune_residual_add|pyramid=pyramid,3.2119,0.30501,0.40167,,576,0.0,0.20736217498779297,0.20736217498779297
000000190140,512,0,iso_blue_noise,central,structure,wse,bilinear,spacing,none,additive,l1,adam,cosine,none,single,strategy=iso_blue_noise|tensor=central|density=structure|sampling=wse|color=bilinear|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=none|pyramid=single,19.1458,0.49546,0.79712,,512,3.1934595108032227,0.1389627456665039,3.3325417041778564
000000190140,512,0,iso_blue_noise,central,hybrid,wse,local_mean,uniform,none,normalized,l1,adamw,none,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=wse|color=local_mean|scale=uniform|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,17.9018,0.40246,0.59863,,576,0.0,3.1691553592681885,3.1691553592681885
000000190140,512,0,iso_blue_noise,scharr,structure,jittered_grid,two_sided,spacing,none,normalized,l1,adamw,none,residual_add,single,strategy=iso_blue_noise|tensor=scharr|density=structure|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=residual_add|pyramid=single,20.7385,0.54405,0.85045,,576,0.001953125,0.16313433647155762,0.1652083396911621
000000190140,512,0,aniso_flanking,scharr,variance,jittered_grid,two_sided,spacing,constant,normalized,charbonnier,adamw,none,residual_add,single,strategy=aniso_flanking|tensor=scharr|density=variance|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=residual_add|pyramid=single,21.546,0.60274,0.88795,,576,0.002569437026977539,0.19233965873718262,0.19499826431274414
000000190140,512,0,aniso_flanking,scharr,structure,density_random,local_mean,uniform,none,additive,l1,adam,cosine,prune_residual_add,single,strategy=aniso_flanking|tensor=scharr|density=structure|sampling=density_random|color=local_mean|scale=uniform|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=prune_residual_add|pyramid=single,-3.2729,0.29309,0.37914,,576,0.0026111602783203125,0.22169065475463867,0.22443485260009766
000000190140,512,0,iso_blue_noise,scharr,structure,wse,local_mean,spacing,none,normalized,charbonnier,adam,none,none,pyramid,strategy=iso_blue_noise|tensor=scharr|density=structure|sampling=wse|color=local_mean|scale=spacing|renderer=normalized|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=none|pyramid=pyramid,21.2786,0.56143,0.87127,,512,0.0,2.6918890476226807,2.6918890476226807
000000190140,512,0,iso_blue_noise,scharr,hybrid,jittered_grid,two_sided,spacing,none,additive,l1,adamw,none,none,pyramid,strategy=iso_blue_noise|tensor=scharr|density=hybrid|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=none|pyramid=pyramid,6.6695,0.19281,0.31016,,512,0.0,0.14872527122497559,0.14872527122497559
000000190140,512,0,aniso_flanking,central,hybrid,jittered_grid,two_sided,uniform,none,normalized,l1,adam,none,prune_residual_add,single,strategy=aniso_flanking|tensor=central|density=hybrid|sampling=jittered_grid|color=two_sided|scale=uniform|renderer=normalized|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=prune_residual_add|pyramid=single,20.7099,0.54295,0.84567,,576,0.003091573715209961,0.2824561595916748,0.28571176528930664
000000190140,512,0,iso_blue_noise,central,variance,jittered_grid,local_mean,uniform,constant,normalized,l1,adam,cosine,residual_add,single,strategy=iso_blue_noise|tensor=central|density=variance|sampling=jittered_grid|color=local_mean|scale=uniform|renderer=normalized|opacity=constant|loss=l1|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,19.7584,0.47111,0.77623,,576,0.00296783447265625,0.19686269760131836,0.1999683380126953
000000190140,512,0,aniso_onedge,central,structure,wse,bilinear,spacing,constant,normalized,charbonnier,adamw,none,residual_add,single,strategy=aniso_onedge|tensor=central|density=structure|sampling=wse|color=bilinear|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=none|refine=residual_add|pyramid=single,24.6487,0.75444,0.94234,,576,6.329748868942261,0.209367036819458,6.539254903793335
000000190140,512,0,iso_blue_noise,scharr,variance,jittered_grid,two_sided,spacing,constant,additive,charbonnier,adam,none,residual_add,single,strategy=iso_blue_noise|tensor=scharr|density=variance|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=additive|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,1.5355,0.49227,0.66348,,576,0.0028848648071289062,0.2154531478881836,0.21844792366027832
000000190140,512,0,aniso_flanking,central,variance,wse,bilinear,uniform,none,normalized,l1,adam,cosine,residual_add,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=wse|color=bilinear|scale=uniform|renderer=normalized|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,20.5994,0.53547,0.83825,,576,5.882059335708618,0.2940094470977783,6.1762847900390625
000000190140,512,0,iso_blue_noise,central,variance,jittered_grid,bilinear,uniform,none,normalized,l1,adam,none,residual_add,pyramid,strategy=iso_blue_noise|tensor=central|density=variance|sampling=jittered_grid|color=bilinear|scale=uniform|renderer=normalized|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=pyramid,18.4576,0.41368,0.65178,,576,0.0,0.1812272071838379,0.1812272071838379
000000190140,512,0,iso_blue_noise,central,structure,jittered_grid,two_sided,spacing,none,normalized,l1,adamw,none,prune_residual_add,single,strategy=iso_blue_noise|tensor=central|density=structure|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,20.7638,0.54435,0.85124,,576,0.001786947250366211,0.18130779266357422,0.18319368362426758
000000190140,512,0,iso_blue_noise,scharr,structure,wse,bilinear,spacing,none,additive,l1,adamw,none,residual_add,single,strategy=iso_blue_noise|tensor=scharr|density=structure|sampling=wse|color=bilinear|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=residual_add|pyramid=single,-1.5842,0.5258,0.64576,,576,3.2036995887756348,0.18548083305358887,3.3892812728881836
000000190140,512,0,aniso_flanking,central,hybrid,density_random,bilinear,uniform,constant,normalized,charbonnier,adamw,cosine,residual_add,single,strategy=aniso_flanking|tensor=central|density=hybrid|sampling=density_random|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=residual_add|pyramid=single,20.7799,0.54599,0.85006,,576,0.0035359859466552734,0.30878353118896484,0.3124725818634033
000000190140,512,0,aniso_flanking,scharr,hybrid,density_random,local_mean,spacing,constant,additive,charbonnier,adam,cosine,residual_add,single,strategy=aniso_flanking|tensor=scharr|density=hybrid|sampling=density_random|color=local_mean|scale=spacing|renderer=additive|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,5.9204,0.52401,0.63607,,576,0.0034952163696289062,0.19281387329101562,0.19643568992614746
000000190140,512,0,iso_blue_noise,scharr,hybrid,wse,local_mean,uniform,constant,additive,l1,adam,none,residual_add,single,strategy=iso_blue_noise|tensor=scharr|density=hybrid|sampling=wse|color=local_mean|scale=uniform|renderer=additive|opacity=constant|loss=l1|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,4.8084,0.35552,0.48801,,576,3.8885655403137207,0.21932554244995117,4.108051300048828
000000190140,512,0,aniso_onedge,central,variance,density_random,local_mean,spacing,none,additive,l1,adam,none,residual_add,pyramid,strategy=aniso_onedge|tensor=central|density=variance|sampling=density_random|color=local_mean|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=pyramid,-3.692,0.37644,0.50016,,576,0.0,0.19182205200195312,0.19182205200195312
000000190140,512,0,iso_blue_noise,scharr,variance,wse,two_sided,spacing,none,additive,l1,adamw,none,none,single,strategy=iso_blue_noise|tensor=scharr|density=variance|sampling=wse|color=two_sided|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=none|pyramid=single,20.3318,0.54258,0.83215,,512,3.0534653663635254,0.1446995735168457,3.1982996463775635
000000190140,512,0,aniso_onedge,central,variance,density_random,bilinear,spacing,none,normalized,l1,adamw,none,none,single,strategy=aniso_onedge|tensor=central|density=variance|sampling=density_random|color=bilinear|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=none|pyramid=single,24.1655,0.74562,0.94028,,512,0.0026314258575439453,0.15388774871826172,0.15660715103149414
000000190140,512,0,aniso_flanking,central,variance,density_random,local_mean,spacing,none,additive,charbonnier,adamw,cosine,residual_add,pyramid,strategy=aniso_flanking|tensor=central|density=variance|sampling=density_random|color=local_mean|scale=spacing|renderer=additive|opacity=none|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=residual_add|pyramid=pyramid,-4.507,0.28092,0.3836,,576,0.0,0.20551228523254395,0.20551228523254395
000000190140,512,0,iso_blue_noise,central,variance,jittered_grid,local_mean,spacing,constant,normalized,charbonnier,adamw,cosine,none,single,strategy=iso_blue_noise|tensor=central|density=variance|sampling=jittered_grid|color=local_mean|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=single,20.2547,0.51177,0.82172,,512,0.0034465789794921875,0.16238021850585938,0.16596150398254395
000000190140,512,0,aniso_onedge,scharr,structure,wse,two_sided,spacing,none,normalized,l1,adam,cosine,residual_add,pyramid,strategy=aniso_onedge|tensor=scharr|density=structure|sampling=wse|color=two_sided|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=pyramid,21.5842,0.60595,0.87179,,576,0.0,5.223161220550537,5.223161220550537
000000190140,512,0,aniso_flanking,central,variance,wse,two_sided,spacing,none,additive,l1,adamw,none,none,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=wse|color=two_sided|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=none|pyramid=single,20.7965,0.61754,0.85263,,512,5.950999021530151,0.15282440185546875,6.103923320770264
000000190140,512,0,aniso_flanking,central,variance,jittered_grid,two_sided,spacing,none,additive,l1,adamw,none,prune_residual_add,pyramid,strategy=aniso_flanking|tensor=central|density=variance|sampling=jittered_grid|color=two_sided|scale=spacing|renderer=additive|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,2.2543,0.17336,0.2605,,576,0.0,0.2100377082824707,0.2100377082824707
000000190140,512,0,iso_blue_noise,scharr,hybrid,density_random,bilinear,spacing,none,normalized,l1,adamw,none,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=scharr|density=hybrid|sampling=density_random|color=bilinear|scale=spacing|renderer=normalized|opacity=none|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=pyramid,20.6287,0.53011,0.83609,,576,0.0,0.17177581787109375,0.17177581787109375
000000190140,512,0,aniso_onedge,scharr,variance,wse,two_sided,spacing,constant,normalized,l1,adam,none,residual_add,single,strategy=aniso_onedge|tensor=scharr|density=variance|sampling=wse|color=two_sided|scale=spacing|renderer=normalized|opacity=constant|loss=l1|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,24.4525,0.75307,0.94017,,576,6.315902233123779,0.22665715217590332,6.5427045822143555
000000190140,512,0,iso_blue_noise,central,hybrid,density_random,local_mean,spacing,constant,normalized,charbonnier,adam,none,prune_residual_add,single,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=density_random|color=local_mean|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=prune_residual_add|pyramid=single,22.0515,0.6206,0.90092,,576,0.004031181335449219,0.21916508674621582,0.22332262992858887
000000190140,512,0,aniso_onedge,scharr,variance,density_random,two_sided,spacing,constant,additive,l1,adam,cosine,residual_add,single,strategy=aniso_onedge|tensor=scharr|density=variance|sampling=density_random|color=two_sided|scale=spacing|renderer=additive|opacity=constant|loss=l1|optimizer=adam|lr_schedule=cosine|refine=residual_add|pyramid=single,6.569,0.55173,0.68382,,576,0.0029129981994628906,0.21573805809020996,0.21878767013549805
000000190140,512,0,iso_blue_noise,central,hybrid,density_random,bilinear,spacing,constant,additive,l1,adamw,cosine,prune_residual_add,pyramid,strategy=iso_blue_noise|tensor=central|density=hybrid|sampling=density_random|color=bilinear|scale=spacing|renderer=additive|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=cosine|refine=prune_residual_add|pyramid=pyramid,2.6302,0.30692,0.40272,,576,0.0,0.20331263542175293,0.20331263542175293
000000444879,512,0,aniso_flanking,central,structure,wse,bilinear,spacing,none,normalized,charbonnier,adam,none,residual_add,single,strategy=aniso_flanking|tensor=central|density=structure|sampling=wse|color=bilinear|scale=spacing|renderer=normalized|opacity=none|loss=charbonnier|optimizer=adam|lr_schedule=none|refine=residual_add|pyramid=single,21.7159,0.78946,0.94596,,576,5.431084394454956,0.21294903755187988,5.644168138504028
000000444879,512,0,aniso_flanking,central,variance,density_random,bilinear,uniform,constant,normalized,l1,adamw,none,prune_residual_add,single,strategy=aniso_flanking|tensor=central|density=variance|sampling=density_random|color=bilinear|scale=uniform|renderer=normalized|opacity=constant|loss=l1|optimizer=adamw|lr_schedule=none|refine=prune_residual_add|pyramid=single,18.3902,0.62043,0.87561,,576,0.0029497146606445312,0.3689913749694824,0.372164249420166
000000444879,512,0,aniso_flanking,scharr,structure,density_random,local_mean,spacing,constant,normalized,charbonnier,adamw,cosine,none,pyramid,strategy=aniso_flanking|tensor=scharr|density=structure|sampling=density_random|color=local_mean|scale=spacing|renderer=normalized|opacity=constant|loss=charbonnier|optimizer=adamw|lr_schedule=cosine|refine=none|pyramid=pyramid,19.2627,0.66753,0.90348,,512,0.0,0.2986302375793457,0.2986302375793457
